actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,duration,episode,episode_reward,step
3.6670242838859557,-0.7656172809507698,-6.0,0.91871352866292,0.09510806431017514,0.06055396742746234,0.06017160988319665,20.08322310447693,6.0,88.53656652875169,6000
4.007583343982697,-1.6117252842187881,-6.0,0.8627261347174644,0.08620948727493855,0.06168914258480072,0.007614862036891282,17.37513780593872,7.0,70.00026078668547,7000
3.986241890668869,-2.38071563577652,-6.0,0.7833644046783447,0.07844132659417533,0.0607884295322001,0.007269196351990104,19.969787120819092,8.0,50.92773013921061,8000
3.9315814881324767,-3.088212030172348,-6.0,0.710494560956955,0.0715358002384615,0.06023097514733672,0.008812051160261035,20.9880588054657,9.0,54.69361063316821,9000
3.8436741054058077,-3.740658089637756,-6.0,0.6430159482359886,0.06531709353480174,0.0620114794485271,0.012569095705170185,23.762789487838745,10.0,57.369630859099466,10000
3.724483683347702,-4.3211076021194454,-6.0,0.5804877699017524,0.05968702646759834,0.0631427453942597,0.015349801421165467,73.57078170776367,11.0,86.92018989129694,11000
3.5590224058628084,-4.8239440288543705,-6.0,0.5217515358924866,0.05457455589039929,0.06362162121012807,0.019036462844349445,21.25373911857605,12.0,66.83598740103872,12000
3.3601038684844973,-5.272140698432922,-6.0,0.46738997265696525,0.04992607926894448,0.06388905225694179,0.022162562380544842,19.615939140319824,13.0,72.34778803590001,13000
3.144850656509399,-5.683757464885712,-6.0,0.4179199574589729,0.045691487153574926,0.06403524605557323,0.027513077126815916,20.81492280960083,14.0,60.865659501988894,14000
2.8601661751270293,-6.0752896571159365,-6.0,0.3707664873301983,0.04183512923886088,0.06519331293553114,0.031004199082031846,18.192165851593018,15.0,72.89361395335789,15000
2.5087594356536864,-6.43783124923706,-6.0,0.3262717916369438,0.03833379919713453,0.06596218164265155,0.03707960013113916,19.171801567077637,16.0,86.03950547569738,16000
2.169400695323944,-6.77290420627594,-6.0,0.2871984091997147,0.03514513270524642,0.06644130655005574,0.04285828616656363,16.751768350601196,17.0,78.5149751234041,17000
1.8285783276557923,-7.115254913330078,-6.0,0.25239416041970253,0.0322299238056393,0.06929460053890943,0.05249512889608741,18.329379320144653,18.0,72.60411954262939,18000
1.4523231648206711,-7.446359320163727,-6.0,0.22043017445504665,0.02956768247905847,0.07177314953505994,0.0595556364133954,19.880502223968506,19.0,151.78045203036731,19000
1.0329727491140366,-7.75177552318573,-6.0,0.1909761246442795,0.02714252465620083,0.07244258250296116,0.06777607423439622,22.18599224090576,20.0,86.71375639593074,20000
0.6217100215107203,-8.046326601982116,-6.0,0.16516524598002433,0.02493154298096662,0.07318530286103488,0.07714000123739242,72.57321977615356,21.0,63.67767148633619,21000
0.19294731478206814,-8.397258751869202,-6.0,0.14196448630094527,0.022912444061003404,0.07636789527535438,0.08624090722575783,21.11249876022339,22.0,145.40588910221192,22000
-0.22120991997839884,-8.664518353462219,-6.0,0.12180518756061792,0.021066350186134532,0.07628585404157638,0.09193794667720795,19.50278949737549,23.0,98.918119302903,23000
-0.7442251799404621,-8.988264006614685,-6.0,0.10197655207663775,0.019389567508360107,0.07863779573142529,0.10299515625089407,20.557641983032227,24.0,102.88251626131138,24000
-1.2543250775933266,-9.295157989501954,-6.0,0.08488044570386409,0.017872329248011867,0.07919474549591542,0.11639176078885793,19.638052940368652,25.0,97.42186024959955,25000
-1.8000169327259063,-9.59957965373993,-6.0,0.06934985189139843,0.016496718180751782,0.079542156457901,0.12144023318588734,20.005527019500732,26.0,109.3045503587601,26000
-2.3269427062273027,-9.925984386444092,-6.0,0.056077580731362105,0.015254209655730128,0.07920974840968847,0.12986354374140502,19.22933554649353,27.0,70.51976331120245,27000
-2.8328974823951723,-10.293874045372009,-6.0,0.044774632807821034,0.014123807202689784,0.07975670109689235,0.15213365467637777,18.699361324310303,28.0,65.14685552083542,28000
-3.301747986793518,-10.7148414478302,-6.0,0.03537799572572112,0.01309676840131747,0.08070078708976507,0.1836891798079014,21.39858651161194,29.0,116.07486500400447,29000
-3.830937238693237,-11.181739468574523,-6.0,0.02645091001689434,0.012176278717659235,0.08214970092475414,0.1885476057678461,22.488950490951538,30.0,120.92219858762263,30000
